"filename", "language", "JavaScript", "JavaScript React", "CSS", "HTML", "JSON", "Markdown", "JSON with Comments", "Draw.io", "comment", "blank", "total"
"/Users/will/projects/blog/server/mongo/schema/ArticleSchema.js", "JavaScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"/Users/will/projects/blog/server/mongo/schema/CommentSchema.js", "JavaScript", 25, 0, 0, 0, 0, 0, 0, 0, 0, 2, 27
"/Users/will/projects/blog/server/mongo/schema/CommentatorSchema.js", "JavaScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"/Users/will/projects/blog/server/mongo/schema/IconLinkSchema.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/will/projects/blog/server/mongo/schema/PageSchema.js", "JavaScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21
"/Users/will/projects/blog/server/mongo/schema/TextLinkSchema.js", "JavaScript", 23, 0, 0, 0, 0, 0, 0, 0, 6, 1, 30
"/Users/will/projects/blog/server/response/response.js", "JavaScript", 11, 0, 0, 0, 0, 0, 0, 0, 8, 0, 19
"/Users/will/projects/blog/server/servers.js", "JavaScript", 33, 0, 0, 0, 0, 0, 0, 0, 3, 4, 40
"/Users/will/projects/blog/server/utils/interceptor.js", "JavaScript", 34, 0, 0, 0, 0, 0, 0, 0, 0, 1, 35
"/Users/will/projects/blog/webpack.common.js", "JavaScript", 87, 0, 0, 0, 0, 0, 0, 0, 9, 2, 98
"/Users/will/projects/blog/webpack.dev.js", "JavaScript", 18, 0, 0, 0, 0, 0, 0, 0, 3, 3, 24
"/Users/will/projects/blog/webpack.prod.js", "JavaScript", 5, 0, 0, 0, 0, 0, 0, 0, 1, 1, 7
"Total", "-", 1253, 2594, 1798, 12, 8935, 659, 8, 762, 125, 735, 16881
